cp-train: gens=120 pop=64 elite=8 games=64 seed=1 cap=200 arch=[63, 24, 16, 1] (1953 params) out=checkpoints
gen 103/120  best=+0.7074 mean=+0.4203 med=+0.4051 std=0.1439 tf=0.289 nov=0.000 sigma=0.0500 wT=0.000 gLen=104.7 bankrupt=0.13 div=4.741 156.9 g/s
gen 104/120  best=+0.8630 mean=+0.4117 med=+0.4279 std=0.1588 tf=0.283 nov=0.000 sigma=0.0500 wT=0.000 gLen=95.9 bankrupt=0.13 div=4.804 159.9 g/s
gen 105/120  best=+0.8168 mean=+0.3967 med=+0.3719 std=0.1802 tf=0.264 nov=0.000 sigma=0.0500 wT=0.000 gLen=94.2 bankrupt=0.13 div=4.760 154.9 g/s
gen 106/120  best=+0.9010 mean=+0.4324 med=+0.3906 std=0.1924 tf=0.304 nov=0.000 sigma=0.0500 wT=0.000 gLen=86.5 bankrupt=0.13 div=4.858 164.3 g/s
gen 107/120  best=+0.9118 mean=+0.4638 med=+0.4534 std=0.1642 tf=0.309 nov=0.000 sigma=0.0500 wT=0.000 gLen=89.9 bankrupt=0.13 div=3.282 151.9 g/s
gen 108/120  best=+0.8580 mean=+0.4226 med=+0.4484 std=0.1926 tf=0.279 nov=0.000 sigma=0.0500 wT=0.000 gLen=87.6 bankrupt=0.14 div=3.807 160.0 g/s
gen 109/120  best=+0.7558 mean=+0.4119 med=+0.4307 std=0.1606 tf=0.276 nov=0.000 sigma=0.0500 wT=0.000 gLen=97.4 bankrupt=0.13 div=4.142 158.7 g/s
gen 110/120  best=+0.8496 mean=+0.3990 med=+0.3891 std=0.1683 tf=0.259 nov=0.000 sigma=0.0500 wT=0.000 gLen=104.5 bankrupt=0.13 div=4.107 158.0 g/s
gen 111/120  best=+0.8795 mean=+0.4002 med=+0.4056 std=0.1907 tf=0.302 nov=0.000 sigma=0.0500 wT=0.000 gLen=96.2 bankrupt=0.13 div=4.498 156.4 g/s
gen 112/120  best=+0.8300 mean=+0.5055 med=+0.5166 std=0.2070 tf=0.283 nov=0.000 sigma=0.0500 wT=0.000 gLen=99.9 bankrupt=0.12 div=4.653 152.4 g/s
gen 113/120  best=+0.7757 mean=+0.4588 med=+0.4451 std=0.1628 tf=0.275 nov=0.000 sigma=0.0500 wT=0.000 gLen=102.6 bankrupt=0.11 div=4.290 160.3 g/s
gen 114/120  best=+0.9193 mean=+0.3593 med=+0.3378 std=0.1955 tf=0.317 nov=0.000 sigma=0.0500 wT=0.000 gLen=111.4 bankrupt=0.10 div=4.004 162.5 g/s
gen 115/120  best=+0.7845 mean=+0.4139 med=+0.4028 std=0.1565 tf=0.308 nov=0.000 sigma=0.0500 wT=0.000 gLen=97.8 bankrupt=0.12 div=4.601 155.6 g/s
gen 116/120  best=+0.9597 mean=+0.4064 med=+0.4013 std=0.1845 tf=0.317 nov=0.000 sigma=0.0500 wT=0.000 gLen=97.2 bankrupt=0.12 div=5.000 156.2 g/s
gen 117/120  best=+0.8081 mean=+0.4315 med=+0.4383 std=0.1713 tf=0.281 nov=0.000 sigma=0.0500 wT=0.000 gLen=92.0 bankrupt=0.12 div=4.981 151.7 g/s
gen 118/120  best=+0.8328 mean=+0.4752 med=+0.4803 std=0.1661 tf=0.308 nov=0.000 sigma=0.0500 wT=0.000 gLen=92.0 bankrupt=0.13 div=5.419 147.1 g/s
gen 119/120  best=+0.7877 mean=+0.4254 med=+0.4165 std=0.1577 tf=0.280 nov=0.000 sigma=0.0500 wT=0.000 gLen=87.2 bankrupt=0.14 div=5.396 148.3 g/s
cp-train: done in 2828.2s — wrote checkpoints/champion.json, checkpoints/hof.json (HoF size 10), checkpoints/log.jsonl
